geo_value,time_value,confirmed_cumulative_cases,confirmed_deaths,daily_cases,completely_home_prop,confirmed_cases_uf,confirmed_deaths_uf,cfr,cfr_uf,location,location_name,Population,intercept,slope,R_sq,p0,p1,index,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests,new_tests,new_cases,new_deaths,smoothed_pct_contact_covid_positive,smoothed_pct_cli,smoothed_pct_avoid_contact_all_or_most_time,smoothed_pct_could_not_get_tested,smoothed_pct_self_none_of_above,smoothed_pct_tested_and_positive,smoothed_pct_cmnty_cli,pos_contact,avoid_contact,excess_demand,active_cases,p_hat_t,p_hat_t_2,TC_CFR_N,X1
ga,2020-04-28,23342,1021,650.71428571429,0.32637153827572,24217,1029,0.04374089623854,0.042490812239336,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,62,0.864898715129507,0.862839244900907,0.793947699367341,0.924039116427014,1030.15224748357,1730.05171772585,851.786158986574,702,12851,12851,702,55,1.6088,0.8155,74.022,5.88,58.1104,0.872,16.8379,0.016088,0.74022,2.46310848,0.008155,0.648156075772016,0.67362846172428,0.000230089879716086,0.000149134153511633
ga,2020-04-29,24178,1085,662.14285714286,0.34584344526111,25128,1088,0.0448755066589461,0.0432983126392869,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,63,0.87633130207853,0.875120440398371,0.799736177423777,0.932512501541225,997.867602521345,1665.20706506151,3031.27550420448,1008,3758,203,1008,67,1.5891,0.7625,73.5423,5.7518,58.172,0.8335,16.5147,0.015891,0.735423,2.405862904,0.007625,0.649791779641983,0.65415655473889,0.000237215520713131,0.000154140695362885
ga,2020-04-30,24908,1118,622.14285714286,0.30899707053805,25832,1125,0.0448851774530271,0.0435506348714772,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,64,0.892186279427792,0.892289063733512,0.823549858816717,0.963895928782375,969.258719320011,1602.08689217783,1575.29236371492,532,5266,8821,532,27,1.5957,0.7562,72.4583,5.6089,57.9212,0.6952,16.3281,0.015957,0.724583,2.3601578132,0.007562,0.653488054386707,0.69100292946195,0.000241132234525888,0.000157577034790242
ga,2020-05-01,25774,1155,684.42857142857,0.32050405585179,26805,1158,0.0448126018468224,0.0432008953553442,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,65,0.909179379121848,0.907114446586852,0.837475573679587,0.981865299745126,944.120534155724,1541.02097550402,899.768331894099,1115,19323,19323,1115,34,1.6261,0.7601,71.9953,5.5333,58.002,0.7306,16.2507,0.016261,0.719953,2.323875334,0.007601,0.655066813802581,0.67949594414821,0.000243707154108882,0.000159644468943
ga,2020-05-02,26617,1163,723,0.31343814155904,27627,1165,0.0436938798512229,0.0421688927498462,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,66,0.924196042365163,0.921981920028529,0.852010622384984,1.0025582826448,922.353598639311,1482.2462897032,2511.17277468107,1036,6433,6433,1036,20,1.6873,0.7908,71.2253,5.4141,57.8772,0.7345,16.1256,0.016873,0.712253,2.2805705148,0.007908,0.657692396416454,0.68656185844096,0.000241088051682641,0.00015856177845853
ga,2020-05-03,26917,1170,728.28571428571,0.36038891533273,27928,1171,0.0434669539696103,0.0419292466342022,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,67,0.944026277816783,0.940226389602055,0.8695159515804,1.02027954115819,904.151543930763,1426.00328996492,890.136457583855,296,296,0,296,3,1.674,0.7258,70.7818,5.1834,57.9887,0.7528,16.0121,0.01674,0.707818,2.1776137242,0.007258,0.659204663805093,0.63961108466727,0.000231475717355343,0.000152589872438272
ga,2020-05-04,27664,1225,731.14285714286,0.34002531657577,28710,1233,0.0442813765182186,0.0429467084639498,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,68,0.964435698473458,0.963562310194712,0.890029686971569,1.04044520936618,889.340931382257,1372.46827171174,1451.48348082411,766,8229,8212,766,45,1.6421,0.7742,70.2851,5.1549,57.9932,0.8207,15.9564,0.016421,0.702851,2.1654085332,0.007742,0.660898335083418,0.65997468342423,0.000242306789762619,0.000160140153933523
ga,2020-05-05,28269,1278,711.28571428571,0.33520502067625,29196,1283,0.0452085323145495,0.0439443759419099,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,69,0.982254808642591,0.979510994854643,0.898774367897779,1.0539035651807,877.974573798736,1321.79955386432,304.613723672832,343,17558,17802,343,66,1.6665,0.776,69.6821,4.847,58.5019,0.7495,16.2058,0.016665,0.696821,2.011412907,0.00776,0.66295447315636,0.66479497932375,0.000235340059967794,0.000156019745468535
ga,2020-05-06,29198,1309,722.71428571429,0.32402681044912,30187,1319,0.0448318377971094,0.0436943054957432,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,70,1.00150654405379,1.00115639588242,0.916047973981916,1.06688233729398,870.275067563374,1274.13342966358,2962.10949567601,985,3254,3323,985,23,1.6792,0.7821,69.2638,5.009,59.1967,0.7738,16.156,0.016792,0.692638,2.043837297,0.007821,0.664380812386727,0.67597318955088,0.000245586870568114,0.000163163204579557
ga,2020-05-07,29679,1336,699,0.32096116761497,30725,1343,0.0450149937666363,0.0437103336045565,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,71,1.01941868877505,1.01677883555983,0.938253843172299,1.09267601906859,866.008556157226,1229.56910902849,879.964907814048,743,13166,0,743,25,1.6291,0.781,69.0172,4.7537,59.562,0.8023,16.0192,0.016291,0.690172,1.922301206,0.00781,0.665221680792676,0.67903883238503,0.000234874410580908,0.000156243550181821
ga,2020-05-08,30239,1378,641,0.31410383583562,31292,1388,0.0455702900228182,0.0443563850185351,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,72,1.03872445352209,1.03629978157909,0.956854988800677,1.11306747668588,864.947535948651,1188.17580887367,1013.30358877958,667,10264,23340,667,41,1.6463,0.7741,68.5371,4.7787,59.79,0.8545,15.8244,0.016463,0.685371,1.92151527,0.007741,0.666858748601664,0.68589616416438,0.000242743880097339,0.000161875880112423
ga,2020-05-09,30730,1381,599.42857142857,0.29642262140502,31823,1390,0.0449397982427595,0.0436791000219967,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,73,1.05383314850277,1.05132734969433,0.974944320976858,1.13030022354367,866.97154242511,1150.01442998413,856.339935551665,426,7757,7847,426,23,1.7304,0.7318,68.1405,4.9495,60.6302,0.8934,15.7248,0.017304,0.681405,1.948608251,0.007318,0.668211094140185,0.70357737859498,0.000246343812703315,0.000164609668621147
ga,2020-05-10,31250,1382,675.71428571429,0.32576457010295,32658,1392,0.044224,0.0426235531875804,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,74,1.06771844156595,1.06397867781993,0.986690940626326,1.14805501030245,872.082844407866,1115.12972325617,1723.70913485749,909,8223,8223,909,5,1.8753,0.7147,66.9665,4.8307,60.6952,0.9004,15.3361,0.018753,0.669665,1.8986969736,0.007147,0.672214255164453,0.67423542989705,0.000238196957730873,0.000160119390523497
ga,2020-05-11,31534,1418,651.14285714286,0.31644013007194,33268,1444,0.0449673368427729,0.0434050739449321,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,75,1.0810937785962,1.08021905640425,1.01631399722804,1.18484952120782,880.048480038423,1083.55633268777,978.97047054374,486,7741,7741,486,36,1.8301,0.6166,66.299,4.6247,60.6038,0.837,14.9128,0.018301,0.66299,1.8219560614,0.006166,0.674490328404401,0.68355986992806,0.000234875838149814,0.000158421481207927
ga,2020-05-12,32207,1473,640.57142857143,0.30224776831502,33680,1481,0.0457353991368336,0.0439726840855107,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,76,1.09101224170535,1.09273844529663,1.01020923745439,1.18116688430212,890.481862595176,1055.33666338468,1013.66835757754,708,10891,10891,708,20,1.8154,0.5831,65.5283,4.928,60.7741,0.8301,14.3458,0.018154,0.655283,1.933052352,0.005831,0.677118297911558,0.69775223168498,0.000257844424511466,0.000174591177851189
ga,2020-05-13,32582,1494,562.57142857143,0.30977904195703,34125,1502,0.0458535387637346,0.044014652014652,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,77,1.10238039313662,1.10392130331778,1.02449507425949,1.19827822866262,903.233928509012,1030.49973734007,926.937211209898,697,11725,11725,697,44,1.7827,0.5709,64.6318,5.1131,60.3177,0.7259,13.9751,0.017827,0.646318,2.0289956813,0.005709,0.680175226240567,0.69022095804297,0.00027405454853447,0.00018640511455169
ga,2020-05-14,33059,1522,551.71428571429,0.28918835160103,34587,1534,0.0460389001482198,0.0443519241333449,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,78,1.11218550965186,1.11168710494299,1.0181996754929,1.18702460803159,918.089025461787,1009.04950956119,684.806832602681,526,11977,11977,526,22,1.9713,0.5347,63.2347,5.4885,60.6367,0.6688,13.7075,0.019713,0.632347,2.1604547205,0.005347,0.684939124253347,0.71081164839897,0.000298351500773143,0.000204352615659228
ga,2020-05-15,33598,1563,540.71428571429,0.27907926913556,35077,1574,0.0465206262277517,0.0448727086124811,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,79,1.11599039942818,1.11238268822197,1.02557179990995,1.19834144864198,934.999481629431,990.972004262997,802.417308790483,823,15993,15993,823,30,2.0771,0.4757,62.696,5.4054,61.0678,0.6435,13.7665,0.020771,0.62696,2.1044411388,0.004757,0.686776009128793,0.72092073086444,0.00029882255448476,0.000205224161406715
ga,2020-05-16,33868,1573,503.71428571429,0.27575887734443,35349,1584,0.0464450218495335,0.0448103199524739,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,80,1.11796723582177,1.11336390901825,1.02908951139625,1.20968391578395,953.976775577682,976.241631004886,378.554305896196,466,19195,19195,466,35,1.9068,0.4096,62.0003,5.1549,61.6504,0.7375,13.3592,0.019068,0.620003,1.9768835304,0.004096,0.689148240069664,0.72424112265557,0.000282572282161238,0.000194734190943885
ga,2020-05-17,33943,1585,410,0.34100798903121,35528,1593,0.0466959314144301,0.0448378743526233,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,81,1.11720912008264,1.11399181550194,1.01799828625044,1.19692518127299,974.470295760101,964.815457008517,286.937359636104,554,30106,30106,554,14,1.8573,0.4181,61.2459,5.2313,62.4144,0.7134,12.9106,0.018573,0.612459,1.9662154928,0.004181,0.691720629061749,0.65899201096879,0.00028184298739275,0.000194956608535955
ga,2020-05-18,34418,1624,400.42857142857,0.32416151510862,36071,1633,0.0471846127026556,0.0452718250117823,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,82,1.11665182808793,1.11384556763497,1.02416026687726,1.19814257966436,995.830480086631,956.61988133281,451.83389547282,380,13114,13114,380,36,1.8377,0.4519,60.505,5.3499,63.0267,0.798,12.7279,0.018377,0.60505,1.9780345767,0.004519,0.694246985111902,0.67583848489138,0.000290287537562218,0.000201531247768128
ga,2020-05-19,35078,1650,432.28571428571,0.30894116890932,36706,1668,0.047038029534181,0.0454421620443524,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,83,1.11622023632693,1.11198714066134,1.04154872282498,1.2121286633681,1017.68337399299,951.553910588644,719.660802311349,640,13867,13867,640,22,1.8828,0.4315,59.7244,5.1933,63.5798,0.7981,12.5694,0.018828,0.597244,1.8914102466,0.004315,0.696908712109809,0.69105883109068,0.000283962131326381,0.000197895683230624
ga,2020-05-20,35730,1671,468,0.31004294351216,37401,1689,0.046767422334173,0.0451592203417021,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,84,1.11277850623154,1.11097512142617,1.02653639272071,1.19562904484084,1039.89115429311,949.49606475697,582.599324165368,926,24784,24784,926,23,1.9512,0.4165,59.0921,4.9251,63.8588,0.8394,12.716,0.019512,0.590921,1.7799902412,0.004165,0.69906475871598,0.68995705648784,0.000270506654203775,0.000189101668952029
ga,2020-05-21,36505,1747,521,0.2815829565649,38234,1769,0.0478564580194494,0.0462677198305173,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,85,1.11380791479802,1.11067419882835,1.01809888271349,1.1919556174815,1062.47279740545,950.320073007898,2279.47106367758,758,4791,4791,758,67,1.9088,0.4332,58.6811,5.1125,64.0424,0.9435,12.5894,0.019088,0.586811,1.8383323,0.004332,0.700466206059229,0.7184170434351,0.000292439038771406,0.000204843663991814
ga,2020-05-22,37238,1779,563.42857142857,0.27093648229104,39021,1803,0.0477737794725818,0.0462058891366188,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,86,1.11257375497191,1.11150865130338,1.03475456770387,1.20010467920742,1085.16691779366,953.906549938338,649.50967128217,813,19518,19518,813,31,1.8873,0.4774,58.2997,5.1044,64.119,0.9702,12.5819,0.018873,0.582997,1.831509764,0.004774,0.701766721914983,0.72906351770896,0.000296806766465686,0.00020828911154481
ga,2020-05-23,37726,1794,603.28571428571,0.27954252242871,39572,1818,0.0475534114403859,0.0459415748509047,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,87,1.1123690766208,1.11096542030204,1.02907552608601,1.19649360026771,1108.09752485993,960.110817894397,542.149472901457,914,26288,26288,914,26,1.989,0.5203,57.5361,5.1344,64.3754,0.8747,12.4421,0.01989,0.575361,1.8291094624,0.005203,0.704370481504533,0.72045747757129,0.000298584469899826,0.000210314086833116
ga,2020-05-24,38332,1799,690.57142857143,0.30539564296001,40362,1823,0.0469320672023375,0.0451662454784203,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,88,1.11247029908607,1.11249619641708,1.0197682419841,1.18737544397953,1131.46903271094,968.738617890576,387.397544825167,706,28417,28417,706,13,2.0619,0.5188,57.3013,5.2007,64.6807,0.8397,12.5638,0.020619,0.573013,1.8368508351,0.005188,0.705171113709386,0.69460435703999,0.000299523043516756,0.000211214998178336
ga,2020-05-25,39120,1820,730.85714285714,0.3209174540623,41187,1846,0.0465235173824131,0.0448199674654624,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,89,1.11370094496567,1.10952695348469,1.03286071776351,1.19473093046455,1155.27304050418,979.557795598875,249.756922011987,506,31591,31591,506,6,2.2672,0.5081,56.3157,5.2022,65.1199,0.823,12.6017,0.022672,0.563157,1.8145325622,0.005081,0.708531859455143,0.6790825459377,0.000299651205434554,0.000212312425774519
ga,2020-05-26,40276,1867,798.57142857143,0.29133056339863,42296,1894,0.0463551494686662,0.0447796481936826,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,90,1.11787445293763,1.11479551486837,1.02393483455716,1.19317795078118,1179.58106291795,992.31973161042,1160.78605617354,386,1400,1400,386,41,2.2374,0.4864,56.3384,5.3596,65.205,0.8239,12.6154,0.022374,0.563384,1.86487282,0.004864,0.708454455915747,0.70866943660137,0.000316779528939628,0.00022442386882017
ga,2020-05-27,41341,1904,1027.7142857143,0.2951678304336,44595,1934,0.0460559734887884,0.0433680905931158,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,91,1.1206636726685,1.11870277867477,1.02174821714188,1.19439958799839,1204.5899688678,1006.78553190491,2077.98747361636,691,0,-74189,691,36,2.1541,0.5082,55.9207,5.3933,65.6177,0.7685,12.4563,0.021541,0.559207,1.8543405859,0.005082,0.709878749237584,0.7048321695664,0.000313127826036427,0.000222282789498223
ga,2020-05-28,42044,1942,1004.4285714286,0.28760487211119,45265,1965,0.0461897060222624,0.0434110239699547,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,92,1.12534711266679,1.12584253141497,1.03813399198865,1.20683912778809,1230.73563394839,1022.722939891,1951.68432760784,649,3890,4430,649,55,2.171,0.4384,55.9227,5.0776,66.0959,0.6554,12.4761,0.02171,0.559227,1.7215145816,0.004384,0.709871929542483,0.71239512788881,0.000295934530579145,0.000210075616240467
ga,2020-05-29,42881,1956,976.42857142857,0.25801296770214,45856,1997,0.0456146078682867,0.0435493719469644,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,93,1.12940201794143,1.13152355684332,1.03973181815983,1.21165266439722,1258.25317440001,1039.92262095809,1663.25605760858,600,5625,5085,600,12,2.1807,0.4654,55.7718,5.0276,66.6039,0.7751,12.2115,0.021807,0.557718,1.6790223236,0.004654,0.710386475537851,0.74198703229786,0.000295314078226704,0.000209787127208177
ga,2020-05-30,43134,1973,965.71428571429,0.27016484501426,46332,1998,0.0457411786525711,0.0431235431235431,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,94,1.13235016495307,1.13211862071297,1.03413681438467,1.20454150179303,1287.30937535869,1058.21601326825,1852.44614145829,616,4567,4567,616,29,2.1465,0.4439,55.8551,4.9478,66.877,0.7884,12.3641,0.021465,0.558551,1.638859794,0.004439,0.710102435236895,0.72983515498574,0.000287115640404833,0.000203881515446072
ga,2020-05-31,43353,2018,959.57142857143,0.30989765119672,47079,2038,0.0465481050907665,0.043288939867032,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,95,1.13680137180997,1.13617839977115,1.0614480134265,1.22871821875112,1318.04460318112,1077.47120193989,1021.34536147247,700,10687,10687,700,39,2.1228,0.4123,55.2624,4.877,67.1446,0.935,12.2629,0.021228,0.552624,1.602357858,0.004123,0.712123451880067,0.69010234880328,0.000283228205276689,0.000201693447211432
ga,2020-06-01,44249,2059,957.42857142857,0.28784806278065,47889,2077,0.0465321250197745,0.0433711290693061,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,96,1.13967680832596,1.13708553799274,1.05343602221257,1.22184112635245,1350.36107191608,1097.58825544949,1613.95220133161,632,6106,6106,632,32,1.9412,0.4073,55.6088,4.77,67.175,0.968,12.1969,0.019412,0.556088,1.5657525,0.004073,0.710942280688579,0.71215193721935,0.000283014171215007,0.000201206740350785
ga,2020-06-02,44502,2070,871.14285714286,0.27816294730883,48394,2104,0.0465147633814211,0.0434764640244658,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,97,1.14385757608838,1.14131229576543,1.05600935160979,1.22347320602953,1384.33500142121,1118.50555943959,1771.25126188139,589,2656,2656,589,28,1.9546,0.4325,55.2073,4.5957,67.2901,1.0392,12.048,0.019546,0.552073,1.5032488743,0.004325,0.712311334480099,0.72183705269117,0.000273933730552043,0.000195126101168638
ga,2020-06-03,45373,2092,630.85714285714,0.26835441706253,49011,2127,0.0461067154475128,0.0433984207626859,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,98,1.14512957595127,1.14431744080524,1.05144366888443,1.22661176890556,1420.01390344697,1140.2149649111,1271.50249804573,687,8425,8425,687,21,1.9664,0.4343,55.0605,4.3231,67.4409,1.1745,12.1516,0.019664,0.550605,1.4075624521,0.004343,0.71281190010051,0.73164558293747,0.000261047762053407,0.000186077951286275
ga,2020-06-04,46344,2118,674.57142857143,0.268743621454,49987,2152,0.0457017089590886,0.0430511933102607,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,99,1.14584266993033,1.1448875433093,1.05143974950163,1.23108743942884,1457.49181035957,1162.75820310161,1091.13395548107,953,13619,13619,953,24,1.9073,0.459,54.2073,4.1939,67.399,1.2458,11.9122,0.019073,0.542073,1.367253339,0.00459,0.715721182030582,0.731256378546,0.000256926311428634,0.000183887603310459
ga,2020-06-05,47237,2141,698.85714285714,0.27018792995585,50748,2162,0.0453246395833774,0.0426026641443998,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,100,1.14574517098852,1.14856708431126,1.0424736624105,1.22416883812852,1496.61173545481,1186.21170457967,1053.41727921989,774,11457,11457,774,27,1.8946,0.451,53.3612,4.2296,67.3885,1.3035,11.918,0.018946,0.533612,1.379336004,0.00451,0.718606254043046,0.72981207004415,0.000261438786375174,0.000187871546938624
ga,2020-06-06,47816,2145,715.85714285714,0.27051525740473,51343,2173,0.0448594612681948,0.0423231988781333,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,101,1.1441198877655,1.14351151827045,1.0476847189023,1.22611759938041,1537.00725385984,1210.67081023613,711.925248628,688,15069,15069,688,0,1.9237,0.4971,52.8363,4.2868,67.2046,1.3212,11.8822,0.019237,0.528363,1.4058732072,0.004971,0.720396083022295,0.72948474259527,0.000267965425428476,0.000193041242864077
ga,2020-06-07,47968,2146,689.42857142857,0.31237279487765,51905,2176,0.044738158772515,0.0419227434736538,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,102,1.14112127241285,1.13680300091564,1.05698503086653,1.23237373859007,1578.48161228427,1236.23225014888,539.395785699617,589,17027,12004,589,6,1.9978,0.5061,52.6043,4.1334,66.6822,1.324,11.8537,0.019978,0.526043,1.3771579452,0.005061,0.721187167654007,0.68762720512235,0.000260835043380229,0.000188110886160298
ga,2020-06-08,48673,2174,697.71428571429,0.28133674697725,52773,2268,0.0446654202535287,0.0429765220851572,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,103,1.13938578710694,1.13964219703583,1.04442777484275,1.22150652399198,1620.78621982762,1262.99196994301,984.113612739245,599,9491,9510,599,28,2.0602,0.5101,51.7633,4.0131,67.0237,1.2274,11.5132,0.020602,0.517633,1.3233718953,0.005101,0.724054849443964,0.71866325302275,0.000260724695667765,0.000188778980268047
ga,2020-06-09,49478,2249,718.28571428571,0.27783094527579,53422,2284,0.0454545454545455,0.0427539216053311,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,104,1.13595039656406,1.13448097332841,1.0405960550975,1.21779983135725,1663.54840201141,1291.04333726889,1501.7872958684,752,7808,7537,752,77,2.1762,0.5325,51.1876,3.8106,67.4269,1.3087,11.4158,0.021762,0.511876,1.2412305486,0.005325,0.726017898678777,0.72216905472421,0.000247298469435221,0.000179543115125837
ga,2020-06-10,50305,2291,729.14285714286,0.29186262226904,54115,2346,0.0455421926249876,0.0433521204841541,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,105,1.13271652159274,1.131037836545,1.03570936973483,1.21539445114273,1706.73308235163,1320.47644152346,827.657687322015,731,13772,13850,731,44,2.2898,0.5397,50.7099,4.0952,67.4652,1.3351,11.3405,0.022898,0.507099,1.3323651296,0.005397,0.727646782853643,0.70813737773096,0.000273669019471257,0.000199134381584971
ga,2020-06-11,51313,2335,736.57142857143,0.27454329608418,55143,2388,0.0455050377097422,0.0433055872912246,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,106,1.12734316599829,1.12306905892961,1.04086389862771,1.21481367464106,1750.24827476843,1351.36322185994,1165.42784595061,993,13286,13175,993,46,2.3449,0.5753,50.4193,3.9791,67.8612,1.4587,11.2046,0.023449,0.504193,1.2788349908,0.005753,0.728637684551814,0.72545670391582,0.000267649680697946,0.000195019643614784
ga,2020-06-12,52180,2383,756.57142857143,0.27777637038214,56044,2420,0.0456688386354925,0.0431803582899151,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,107,1.12407263840375,1.12295519512991,1.03218570665593,1.20605941233714,1793.84845926131,1383.73733709709,1636.69180866466,810,7717,7493,810,43,2.332,0.5317,50.1337,4.0622,67.4768,1.2571,11.1401,0.02332,0.501337,1.3211574304,0.005317,0.729611537012232,0.72222362961786,0.00028036627265611,0.000204558467119015
ga,2020-06-13,52884,2409,798.28571428571,0.25685193848631,56931,2442,0.0455525300658044,0.0428940296147969,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,108,1.11704628978202,1.11490669053719,1.031704909124,1.19565280120189,1837.14255961999,1417.59142409895,2055.64620562055,1018,7722,13254,1018,28,2.3759,0.494,49.7745,4.0876,67.2705,1.4021,11.1713,0.023759,0.497745,1.337851042,0.00494,0.730836354252365,0.74314806151369,0.000285831300312413,0.000208895905451537
ga,2020-06-14,53199,2413,834,0.31001139904536,57743,2447,0.0453579954510423,0.0423774310306011,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,109,1.11209585429986,1.11090183234067,1.01500142052915,1.17618596138414,1880.05465193264,1452.88221407808,650.017170784973,880,21110,15786,880,5,2.4133,0.502,49.3579,4.0998,67.494,1.4674,11.1929,0.024133,0.493579,1.332680988,0.00502,0.732256896741897,0.68998860095464,0.000282973115645553,0.000207209015523999
ga,2020-06-15,53954,2452,828.42857142857,0.2977460521068,58572,2502,0.0454461207695444,0.0427166564228642,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,110,1.10630768924182,1.10424564706001,1.03605753314864,1.18784627647343,1922.17083739684,1489.52464243267,1177.58991560673,733,9706,9589,733,43,2.5274,0.5552,49.0664,3.9698,67.1437,1.618,11.3676,0.025274,0.490664,1.3043293974,0.005552,0.733250867302863,0.7022539478932,0.000283132068515981,0.000207606834800596
ga,2020-06-16,54832,2490,828,0.2952442322528,59218,2533,0.045411438576014,0.0427741565064676,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,111,1.09934793259268,1.09974110082158,1.01879346998814,1.17816604927907,1963.18170733143,1527.41252894311,1996.79259403946,664,4482,4218,664,35,2.416,0.556,48.4944,4.1595,66.8764,1.7443,11.8226,0.02416,0.484944,1.377776142,0.00556,0.735201300101739,0.7047557677472,0.0003043512440271,0.000223759430296306
ga,2020-06-17,56063,2534,875.71428571429,0.26687309478835,60245,2583,0.0451991509551754,0.0428749273798656,13,Georgia,10617423,0.0994401888460932,0.340984755048351,0.957535643938209,0.0994401888460932,0.440424943894444,112,1.09402287936077,1.08854301895917,1.0196616295425,1.17744839057348,2003.02765241878,1566.42891367603,958.393719036514,952,15489,15450,952,46,2.3656,0.5496,48.1867,4.0816,66.5182,1.7108,11.9425,0.023656,0.481867,1.3665931488,0.005496,0.736250510193023,0.73312690521165,0.000309385424822352,0.000227785176871742
